,company,title,date,salary,workingform,target,position,experience,sex,city
1736,MARKETING ONLINE,CÔNG TY TNHH CÔNG NGHỆ VÀ TRUYỀN THÔNG IIT,12/05/2021,2-5 triệu,Toàn thời gian,5 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
1737,JAVA DEVELOPER,Công ty TNHH rakumo,11/06/2021,Tới 30 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1738,THỰC TẬP SINH,Bee Logistics Corporation,12/05/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hải Phòng
1739,Splus Software,,12/05/2021,25-35 triệu,Toàn thời gian,2 người,Trưởng nhóm,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
1740,LẬP TRÌNH VIÊN .NET,Công ty cổ phần MISA - Trung tâm Phát triển phần mềm,11/07/2021,Tới 30 triệu,Toàn thời gian,3 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
1741,TESTER,hocmai.vn,12/06/2021,8-12 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1742,LẬP TRÌNH VIÊN PHP,Công ty cổ phần Grooo International,13/06/2021,18-30 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1743,NHÂN VIÊN KIỂM THỬ PHẦN MỀM,Công ty Cổ Phần Công Nghệ Evotek Việt Nam,12/05/2021,Tới 25 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1744,JAVA DEVELOPER,Công ty cổ phần Grooo International,12/05/2021,18-30 triệu,Toàn thời gian,3 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội
1745,TESTER,Công ty Cổ phần Hệ thống Thông tin và Dịch vụ Công nghệ iSTS,19/06/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội
1746,NHÂN VIÊN KIỂM THỬ PHẦN MỀM,Công ty cổ phần Grooo International,13/06/2021,10-20 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1747,Công ty Cổ Phần Truyền Thông và Giải Trí HG Media,,16/05/2021,Tới 20 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1748,Công ty Cổ Phần Truyền Thông và Giải Trí HG Media,,16/05/2021,Tới 20 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1749,DEVELOPER,CÔNG TY TNHH DỊCH VỤ BONGTRIP,26/05/2021,Tới 20 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Nam,Hồ Chí Minh
1750,CÔNG TY TNHH THƯƠNG MẠI GEARVN,,12/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Nam,Hồ Chí Minh
1751,NHÂN VIÊN IT,Công ty cổ phần thương mại và chuyển phát nhanh Nội Bài - NETCO,31/05/2021,Trên 9 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Bình Dương
1752,NHÂN VIÊN IT,Công ty TNHH SX-TM T&T,12/05/2021,10-15 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Nam,Hồ Chí Minh
1753,NHÂN VIÊN KIỂM THỬ PHẦN MỀM,CÔNG TY TNHH PHẦN MỀM QUẢN LÝ KHÁCH HÀNG VIỆT NAM,05/06/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Thủ Đức
1754,ANGULAR,Công ty TNHH Aziworld,11/06/2021,1-3 triệu,Toàn thời gian,4 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
1755,Săn tìm hàng độc,,31/05/2021,6-8 triệu,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1756,LẬP TRÌNH VIÊN JAVA,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,13/06/2021,Tới 30 triệu,Toàn thời gian,Không giới hạn,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1757,IPTP NETWORKS,,12/05/2021,Tới 25 triệu,Toàn thời gian,1 người,Nhân viên,3 năm,Không yêu cầu,Hồ Chí Minh
1758,LẬP TRÌNH VIÊN,Công ty TNHH Mê Linh,12/05/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1759,PYTHON,CTY CỔ PHẦN RIKKEISOFT - CN HỒ CHÍ MINH,31/05/2021,Tới 24 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1760,CHUYÊN VIÊN IT,Công ty Cổ phần Mutosi,12/05/2021,15-20 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Nam,Hà Nội
1761,BACKEND ENGINEER,Công ty Cổ phần Tư vấn & Đại lý thuế TPM,15/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1762,Công ty Cổ phần Tư vấn & Đại lý thuế TPM,,09/06/2021,Thoả thuận,Bán thời gian,2 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
1763,Công ty CP Chứng khoán SSI,,19/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,2 năm,Nam,Hồ Chí Minh
1764,THỰC TẬP SINH,Acazia Software,12/05/2021,Thoả thuận,Bán thời gian,3 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
1765,IZISolution,,23/05/2021,Thoả thuận,Toàn thời gian,2 người,Trưởng nhóm,3 năm,Nữ,Hà Nội
1766,WEB DEVELOPER,Công ty cổ phần Jellyfish Education,12/05/2021,Tới 35 triệu,Toàn thời gian,Không giới hạn,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1767,NHÂN VIÊN KINH DOANH,CÔNG TY TNHH BM WEB,12/05/2021,7-10 triệu,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
1768,JAVA DEVELOPER,"Nextop Co., Ltd",12/05/2021,Tới 40 triệu,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1769,UI/UX,Công ty cổ phần truyền thông đa phương tiện Gia Minh,14/05/2021,Trên 10 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1770,ANDROID,Công ty cổ phần Hitex Toàn Cầu,12/05/2021,Thoả thuận,Thực tập,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1771,PQA,"Nextop Co., Ltd",12/05/2021,Tới 28 triệu,Toàn thời gian,1 người,Trưởng nhóm,3 năm,Không yêu cầu,Hà Nội
1772,LẬP TRÌNH VIÊN,Attlas Exchange,12/05/2021,"30-50 triệu
",Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1773,LẬP TRÌNH VIÊN,Attlas Exchange,12/05/2021,30-50 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1774,CÔNG TY TNHH TMDV CÔNG NGHỆ SONG THÀNH,,12/05/2021,5-7 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Nam,Hồ Chí Minh
1775,THỰC TẬP SINH,Công ty TNHH AziWorld,04/06/2021,1-3 triệu,Thực tập,2 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
1776,Cty Cổ phần Blueco toàn cầu,,12/05/2021,10-15 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Nam,Hà Nội
1777,Hệ Thống Đào Tạo CNTT Quốc Tế Bachkhoa-Aptech,,12/05/2021,Trên 4 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1778,LẬP TRÌNH VIÊN PHP,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ NINA,12/06/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,1 năm,Nam,Hồ Chí Minh
1779,TESTER,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,12/05/2021,Tới 30 triệu,Toàn thời gian,2 người,Nhân viên,4 năm,Không yêu cầu,Hà Nội
1780,LẬP TRÌNH VIÊN,Công ty CP Công nghệ Giáo dục Nova,12/05/2021,15-20 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1781,LẬP TRÌNH VIÊN,Công ty CP Công nghệ Giáo dục Nova,12/05/2021,15-20 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1782,ANGULAR,CÔNG TY TNHH WEB NHÀ THUỐC,12/05/2021,Tới 15 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1783,TESTER,CÔNG TY TNHH MONSTAR LAB VIỆT NAM,12/05/2021,Tới 25 triệu,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1784,Công ty TNHH Neolab Việt Nam,,12/06/2021,Tới 30 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Đà Nẵng
1785,DEVELOPER,Công ty TNHH Neolab Việt Nam,"2/06/2021
",12-30 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Đà Nẵng
1786,TESTER,Công ty TNHH Gameloft Vietnam,12/07/2021,Thoả thuận,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1787,NHÂN VIÊN KIỂM THỬ PHẦN MỀM,Công ty TNHH Neolab Việt Nam,12/05/2021,Tới 20 triệu,Toàn thời gian,5 người,Nhân viên,2 năm,Không yêu cầu,Đà Nẵng
1788,NHÂN VIÊN KỸ THUẬT,Công ty cổ phần Tập đoàn Đầu tư VPS,04/06/2021,Trên 6 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Nam,Đà Nẵng
1789,IOS DEVELOPER,Công ty Cổ Phần Dịch vụ Di động Thể Hệ Mới (NMS):,12/05/2021,12-20 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1790,NHÂN VIÊN IT,TRƯỜNG CAO ĐẲNG VĂN HOÁ NGHỆ THUẬT VÀ DU LỊCH SÀI GÒN,16/06/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hồ Chí Minh
1791,THỰC TẬP SINH,Công ty CP giải pháp Sinnovasoft,11/06/2021,Thoả thuận,Thực tập,5 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
1792,UNITY,XGame,12/06/2021,Thoả thuận,Thực tập,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1793,MARKETING,XGame,12/06/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1794,JAVA,XGame,12/06/2021,10-20 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1795,Công ty Cổ phần Công nghệ Bota,,"6/06/2021
",Tới 15 triệu,Toàn thời gian,5 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
1796,TESTER,Công ty TNHH Gameloft Vietnam,12/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
1797,PHÂN TÍCH NGHIỆP VỤ,Công ty TNHH Hỗ trợ doanh nghiệp,06/06/2021, Trên 12 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1798,PHÂN TÍCH NGHIỆP VỤ,Công ty CP Cyberlotus,07/06/2021,Trên 12 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1799,THỰC TẬP SINH,Công ty CP Cyberlotus,11/05/2021,Trên 2 triệu,Thực tập,3 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
1800,NHÂN VIÊN MUA HÀNG,Công Ty TNHH Tự Động Hóa và Thiết Bị Công Nghiệp VNB Việt Nam,27/06/2021,10-15 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1801,TESTER,Viettel Digital,08/07/2021,Thoả thuận,Toàn thời gian,10 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1802,KAY SPA- CÔNG TY TNHH KAY GROUP,,24/06/2021,17-20 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1803,Viettel Digital,,08/07/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1804,NHÂN VIÊN KIỂM THỬ PHẦN MỀM,IZISolution,03/06/2021,8-15 triệu,Toàn thời gian,5 người,Nhân viên,Dưới 1 năm,Nữ,Hà Nội
1805,JAVA,Viettel Digital,08/07/2021,Thoả thuận,Toàn thời gian,20 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1806,FRONTEND DEVELOPER,Viettel Digital,08/07/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1807,NHÂN VIÊN HÀNH CHÍNH,Công ty TNHH Giải pháp Công nghệ B&T Việt Nam,08/07/2021,Trên 9 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Nữ,Hà Nội
1808,NHÂN VIÊN KỸ THUẬT,Công ty cổ phần Bền,16/06/2021,Trên 7 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Nam,Hà Nội
1809,Công ty cổ phần Bền,,16/06/2021,Trên 6 triệu,Toàn thời gian,4 người,Nhân viên,Không yêu cầu,Nữ,Hà Nội
1810,NHÂN VIÊN IT,CÔNG TY CỔ PHẦN BELLSYSTEM24-HOASAO,05/06/2021,10-13 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Nam,Hồ Chí Minh
1811,Công ty Cổ Phần Sài Gòn Nam Phát,,30/06/2021,10-12 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
1812,FRONTEND DEVELOPER,CÔNG TY CỔ PHẦN WELINC,08/06/2021,25-32 triệu,Toàn thời gian,1 người,Nhân viên,3 năm,Không yêu cầu,Hồ Chí Minh
1813,TESTER,CÔNG TY CỔ PHẦN VNP GROUP,10/06/2021,8-12 triệu,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1814,LẬP TRÌNH VIÊN PHP,Công ty Cổ phần Dịch vụ Ecommage,04/06/2021, Thoả thuận,Toàn thời gian,10 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1815,CHUYÊN VIÊN KINH DOANH,Công Ty Cổ Phần Công Nghệ ECRM,08/07/2021, Trên 10 triệu,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1816,CHUYÊN VIÊN KINH DOANH,Công Ty Cổ Phần Công Nghệ ECRM,08/07/2021,Tới 15 triệu,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1817,CONTENT MARKETING,Công Ty Cổ Phần Công Nghệ ECRM,05/08/2021,Tới 10 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1818,DATA SCIENTIST,Viettel Digital,08/07/2021,Thoả thuận,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1819,TESTER,Viettel Digital,08/07/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,4 năm,Không yêu cầu,Hà Nội
1820,LẬP TRÌNH VIÊN PHP,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ DỊCH VỤ IMEDIA,03/06/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,Dưới 1 năm,Nam,Hà Nội
1821,LẬP TRÌNH VIÊN JAVA,Công ty TNHH Công nghệ Điện tử-Phần mềm và Viễn thông Lifetek,30/05/2021,Tới 25 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1822,DEVELOPER,Công ty Cổ Phần Rikkeisoft,08/06/2021,Tới 35 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1823,Công ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,,12/05/2021,8-12 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
1824,PHP DEVELOPER,Công ty TNHH rakumo,07/06/2021,Tới 30 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1825,NHÂN VIÊN KINH DOANH,CÔNG TY CỔ PHẦN CNV HOLDINGS,07/06/2021,Tới 25 triệu,Toàn thời gian,5 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
1826,PROJECT MANAGER,CÔNG TY TNHH CÔNG NGHỆ FOOBLA,04/06/2021,30-60 triệu,Toàn thời gian,1 người,Quản lý / Giám sát,2 năm,Không yêu cầu,Hà Nội
1827,NODEJS,FETCH VIETNAM,07/06/2021,18-35 triệu,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
1828,FETCH VIETNAM,,07/06/2021, 23-41 triệu,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1829,FETCH VIETNAM,,07/06/2021,35-55 triệu,Toàn thời gian,1 người,Quản lý / Giám sát,Không yêu cầu,Không yêu cầu,Hà Nội
1830,CÔNG TY TNHH GLEADS,,12/06/2021,Thoả thuận,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1831,GRAPHIC DESIGNER,Công ty Cổ phần truyền thông sáng tạo TA Việt Nam,15/05/2021,8-15 triệu,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1832,BUSINESS ANALYST,Công ty TNHH Aziworld,07/06/2021,1-3 triệu,Toàn thời gian,1 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
1833,MOBILE DEVELOPER,CÔNG TY CỔ PHẦN CQ TDT ASIA,29/05/2021,Tới 30 triệu,Toàn thời gian,10 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1834,PYTHON,CÔNG TY CỔ PHẦN CQ TDT ASIA,29/05/2021,Tới 30 triệu,Toàn thời gian,3 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
1835,BACKEND DEVELOPER,CÔNG TY CỔ PHẦN CQ TDT ASIA,29/05/2021,Tới 25 triệu,Toàn thời gian,6 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1836,CÔNG TY CỔ PHẦN ĐẦU TƯ BĐS HƯNG VƯỢNG MIỀN BẮC,,12/06/2021,10-12 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1837,Công ty cổ phần Hyundai Aluminum Vina,,07/06/2021,Trên 20 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Nam,Hưng Yên
1838,REACTJS,CÔNG TY TNHH CÔNG NGHỆ PADITECH VIỆT NAM,07/06/2021,15-25 triệu,Toàn thời gian,10 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1839,NHÂN VIÊN KỸ THUẬT,CÔNG TY CP XÂY LẮP III PETROLIMEX,07/06/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hồ Chí Minh
1840,FRONT-END DEVELOPER,Công ty TNHH Simpson Strong-tie Việt Nam,14/05/2021,Trên 20 triệu,Toàn thời gian,5 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
1841,REACT NATIVE DEVELOPER,CÔNG TY TNHH CÔNG NGHỆ GIA ĐÌNH,07/07/2021,12-50 triệu,Toàn thời gian,5 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
1842,TESTER,Công ty TNHH CMC GLOBAL,07/06/2021,Tới 20 triệu,Toàn thời gian,2 người,Nhân viên,3 năm,Không yêu cầu,Hồ Chí Minh
1843,PHÂN TÍCH NGHIỆP VỤ,CÔNG TY CỔ PHẦN CÔNG NGHỆ SOTATEK,22/06/2021,15-35 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1844,THIẾT KẾ ĐỒ HOẠ,CÔNG TY TNHH BÌNH VIỆT ĐỨC,06/07/2021,10-13 triệu,Toàn thời gian,Không giới hạn,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
1845,BRSE,Nissho Electronics Việt Nam,06/07/2021,Tới 40 triệu,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
1846,BUSINESS ANALYST,Công ty cổ phần công nghệ ATO,06/07/2021,12-15 triệu,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1847,CHI NHÁNH CÔNG TY TNHH DỊCH VỤ GREATING FORTUNE CONTAINER HCM TẠI ĐÀ NẴNG,,06/06/2021,Trên 6 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Nam,Đà Nẵng
1848,LARAVEL,CÔNG TY TNHH TECHY VIỆT NAM,06/06/2021,Trên 8 triệu,Toàn thời gian,3 người,Nhân viên,Dưới 1 năm,Nam,Hà Nội
1849,TESTER,Nexus FrontierTech Vietnam,06/06/2021,7-9 triệu,Toàn thời gian,4 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1850,SEO,"Vietnhien Industries Food Co., Ltd",09/06/2021,Trên 15 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Nữ,Hồ Chí Minh
1851,DEVELOPER,Công ty Cổ phần Masscom Việt Nam,16/05/2021,17-22 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1852,CHUYÊN VIÊN MARKETING,Công ty TNHH Giải pháp mùi hương Eco Life Việt Nam,08/06/2021,Trên 8 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
1853,BUSINESS ANALYST,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,13/06/2021,10-23 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Nữ,Hà Nội
1854,Công ty cổ phần Công nghệ Haravan,,15/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
1855,FRONTEND DEVELOPER,Clevai Pte.Ltd,06/06/2021,Tới 39 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
1856,Công ty Cổ phần Phát triển Công nghệ Thương mại và Du lịch (Tripi.vn),,20/05/2021,6-15 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1857,JAVA,Nissho Electronics Việt Nam,06/07/2021,Tới 35 triệu,Toàn thời gian,3 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội
1858,Công ty dược phẩm Tân Quang,,12/05/2021,10-15 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1859,PYTHON,Nissho Electronics Việt Nam,06/07/2021,Tới 35 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1860,CÔNG TY TNHH BÌNH VIỆT ĐỨC,,12/07/2021,15-20 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
1861,DEVELOPER,TMA Solutions,01/07/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Bình Định
1862,NHÂN VIÊN KINH DOANH,K-Group Vietnam,05/07/2021,Thoả thuận,Toàn thời gian,4 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1863,NHÂN VIÊN KINH DOANH,Công TNHH TM và DV AN HÒA TECH,05/06/2021,Thoả thuận,Toàn thời gian,4 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hồ Chí Minh
1864,UI/UX DESIGNER,Công ty Cổ Phần Base Enterprise,05/06/2021,12-18 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
1865,SOFTWARE ENGINEER,FPT Software,05/06/2021,Thoả thuận,Toàn thời gian,10 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
1866,NHÂN VIÊN KIỂM THỬ PHẦN MỀM,Công ty cổ phần mạng lưới Starify,05/07/2021,8-15 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Cầu Giấy
1867,TESTER,Công ty TNHH Thương mại và Dịch vụ TSG,30/06/2021,8-16 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
